# Licence: Creative Commons Attribution 4.0 International (CC BY 4.0) - https://creativecommons.org/licenses/by/4.0/
# Attribution: Šaltinis: Baldininkai.org viešų šaltinių Lietuvos baldų gamintojų kandidatų katalogas, https://www.baldininkai.org/atviri-duomenys/, versija 2026-08-07
# Generated: 2026-08-07
# Version: 2026-08-07
# Source: Baldininkai.org - https://www.baldininkai.org - open data: https://www.baldininkai.org/atviri-duomenys/
# Records: 1420
# Official source: Juridinių asmenų registro (Registrų centro) finansinių ataskaitų duomenys Lietuvos atvirų duomenų portale - https://data.gov.lt/datasets/1484/ - API model: datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita
# Financial periods: 4652
"slug","profile_url","trading_name","legal_name","company_code","fiscal_period_start","fiscal_period_end","filing_registration_date","revenue_eur","profit_before_tax_eur","financial_source_url","financial_api_model_path","jar_entity_id","revenue_api_record_id","revenue_line_name","revenue_evidence_registration_date","profit_before_tax_api_record_id","profit_before_tax_line_name","profit_before_tax_evidence_registration_date","standard_names","template_names"
"fitsout","https://www.baldininkai.org/gamintojas/fitsout/","FITSOUT","UAB Fitsout","304497638","2024-01-01","2024-12-31","2025-06-16","36969505","4918308","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","dc1ca16d-ab42-45d7-b5d4-f7e13263ee20","ce6ad338-39aa-4ade-b1c0-40d3d77c978f","PARDAVIMO PAJAMOS","2025-06-16","62c16121-a044-44f1-9d42-7e522ed2bf2b","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-06-16","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"fitsout","https://www.baldininkai.org/gamintojas/fitsout/","FITSOUT","UAB Fitsout","304497638","2023-01-01","2023-12-31","2025-02-27","20179123","-604081","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","dc1ca16d-ab42-45d7-b5d4-f7e13263ee20","459d8e85-a2ce-4755-8bd2-f5665e14382b","PARDAVIMO PAJAMOS","2025-02-27","85576804-facc-49f5-b7be-992dbd2569a8","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-02-27","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"fitsout","https://www.baldininkai.org/gamintojas/fitsout/","FITSOUT","UAB Fitsout","304497638","2022-01-01","2022-12-31","2025-01-08","20260475","-794859","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","dc1ca16d-ab42-45d7-b5d4-f7e13263ee20","c4116bb6-86e9-44b0-95a5-e184e92cd26b","PARDAVIMO PAJAMOS","2025-01-08","d61262a3-8e53-404a-b875-5ff2deef8456","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-01-08","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"fitsout","https://www.baldininkai.org/gamintojas/fitsout/","FITSOUT","UAB Fitsout","304497638","2021-01-01","2021-12-31","2024-10-08","10051134","-1120142","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","dc1ca16d-ab42-45d7-b5d4-f7e13263ee20","ebd3e588-3ecc-4d30-a7e4-5917af2ccc56","PARDAVIMO PAJAMOS","2024-10-08","a987e768-1a0d-4f12-8407-1c2d9e8dfe2b","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-10-08","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"enven","https://www.baldininkai.org/gamintojas/enven/","ENVEN","UAB Inovaciniai virtuozai","303342065","2024-01-01","2024-12-31","2025-04-30","367497","48752","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","2f77a1ce-13e5-4e1e-9534-649099257847","e75913c1-4267-40b7-b9ba-fbf97ad901cc","PARDAVIMO PAJAMOS","2025-04-30","c0ed13e7-9742-4764-a66d-77abe879f993","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-04-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"enven","https://www.baldininkai.org/gamintojas/enven/","ENVEN","UAB Inovaciniai virtuozai","303342065","2023-01-01","2023-12-31","2024-04-18","221954","24325","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","2f77a1ce-13e5-4e1e-9534-649099257847","9df92f39-015b-44fe-94a4-89c66d408844","PARDAVIMO PAJAMOS","2024-04-18","c873b824-904a-48bf-97b9-667a1bfa42c4","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-04-18","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"enven","https://www.baldininkai.org/gamintojas/enven/","ENVEN","UAB Inovaciniai virtuozai","303342065","2022-01-01","2022-12-31","2023-05-30","255742","-56032","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","2f77a1ce-13e5-4e1e-9534-649099257847","34d3e5cb-b04b-4552-b731-c8d331cb2ef4","PARDAVIMO PAJAMOS","2023-05-30","4a4ab2fe-40ae-4e4e-be0a-44433f3563e3","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"enven","https://www.baldininkai.org/gamintojas/enven/","ENVEN","UAB Inovaciniai virtuozai","303342065","2021-01-01","2021-12-31","2022-05-31","201763","27857","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","2f77a1ce-13e5-4e1e-9534-649099257847","7c6b5de3-c3b1-4f2c-8d21-1c2b2d1f1e0c","PARDAVIMO PAJAMOS","2022-05-31","ba60e852-923c-43fa-9a8e-2ddd673b236a","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-31","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"solid-supply","https://www.baldininkai.org/gamintojas/solid-supply/","Solid Supply","UAB Solid Supply","302250870","2024-01-01","2024-12-31","2025-05-15","10065794","489882","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8053231b-3e57-48c0-843a-74aa96fed140","c561a4dc-dcd9-42ff-a2f5-ece36056d819","PARDAVIMO PAJAMOS","2025-05-15","3cb6f129-3fec-410d-9418-3a3b94267991","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-15","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"solid-supply","https://www.baldininkai.org/gamintojas/solid-supply/","Solid Supply","UAB Solid Supply","302250870","2023-01-01","2023-12-31","2024-05-28","8036681","387988","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8053231b-3e57-48c0-843a-74aa96fed140","8f804487-fa5f-44e7-bdc7-78cec73f5ae8","PARDAVIMO PAJAMOS","2024-05-28","48fe5730-6f2f-4ccb-82e0-337cdae9cb2e","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-28","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"solid-supply","https://www.baldininkai.org/gamintojas/solid-supply/","Solid Supply","UAB Solid Supply","302250870","2022-01-01","2022-12-31","2023-05-30","6522024","383184","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8053231b-3e57-48c0-843a-74aa96fed140","9bce0c1e-4861-4616-9f7f-0b6019d90a18","PARDAVIMO PAJAMOS","2023-05-30","ce46a58c-3595-4b9f-8e2d-3ac672a1ef3a","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"solid-supply","https://www.baldininkai.org/gamintojas/solid-supply/","Solid Supply","UAB Solid Supply","302250870","2021-01-01","2021-12-31","2023-01-13","6408893","-744687","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8053231b-3e57-48c0-843a-74aa96fed140","7b05a3a0-5193-4b0e-81c5-29fd3d647a94","PARDAVIMO PAJAMOS","2023-01-13","d73346e9-ab5f-4c6d-8c37-b5f34bfb5cf3","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-01-13","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"kigi-lt","https://www.baldininkai.org/gamintojas/kigi-lt/","KIGI LT","UAB KIGI LT","303334307","2024-01-01","2024-12-31","2025-06-02","16668","79","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","ad73b569-6cdf-41a3-8ed5-03c29980e521","d5ea8cfb-51b7-403d-96cb-556d59c1f2be","PARDAVIMO PAJAMOS","2025-06-02","8b1e07e2-c174-4bf5-abfa-ebd4d8d832f5","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-06-02","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"kigi-lt","https://www.baldininkai.org/gamintojas/kigi-lt/","KIGI LT","UAB KIGI LT","303334307","2023-01-01","2023-12-31","2024-07-08","136379","15477","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","ad73b569-6cdf-41a3-8ed5-03c29980e521","6728ed16-2c53-4b36-9eaa-fb267a87a4e4","PARDAVIMO PAJAMOS","2024-07-08","656ff67d-097d-4a61-ad1b-dba23dcc6ba2","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-07-08","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"kigi-lt","https://www.baldininkai.org/gamintojas/kigi-lt/","KIGI LT","UAB KIGI LT","303334307","2022-01-01","2022-12-31","2023-05-31","54687","14851","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","ad73b569-6cdf-41a3-8ed5-03c29980e521","79cd33f2-b200-4b5e-bd3e-bb4836b9035a","PARDAVIMO PAJAMOS","2023-05-31","8ed3abae-1305-46ce-953f-c73e93cf12af","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-31","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"kigi-lt","https://www.baldininkai.org/gamintojas/kigi-lt/","KIGI LT","UAB KIGI LT","303334307","2021-01-01","2021-12-31","2022-03-01","66070","17606","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","ad73b569-6cdf-41a3-8ed5-03c29980e521","e61e037b-4895-4dd5-b776-80c642100903","PARDAVIMO PAJAMOS","2022-03-01","68a0ddca-1af6-4d35-bb13-1f271f08bb68","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-03-01","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"saltum","https://www.baldininkai.org/gamintojas/saltum/","Saltum","UAB Saltum","302486237","2023-01-01","2023-12-31","2024-07-31","243088","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","924c06bb-ff71-4be0-986c-a1f362d02a36","ebbd4b50-3871-4144-83e2-b894527adf7d","PARDAVIMO PAJAMOS","2024-07-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"saltum","https://www.baldininkai.org/gamintojas/saltum/","Saltum","UAB Saltum","302486237","2022-01-01","2022-12-31","2023-05-31","159467","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","924c06bb-ff71-4be0-986c-a1f362d02a36","87acea0d-d486-41b6-9391-363a0620ee3b","PARDAVIMO PAJAMOS","2023-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"saltum","https://www.baldininkai.org/gamintojas/saltum/","Saltum","UAB Saltum","302486237","2021-01-01","2021-12-31","2023-05-31","137591","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","924c06bb-ff71-4be0-986c-a1f362d02a36","c0e79ea8-c30d-42a9-ae3e-dcb83a2818fd","PARDAVIMO PAJAMOS","2023-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"saltum","https://www.baldininkai.org/gamintojas/saltum/","Saltum","UAB Saltum","302486237","2020-01-01","2020-12-31","2023-05-31","67815","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","924c06bb-ff71-4be0-986c-a1f362d02a36","c617a5e8-f047-47db-ba4a-d8600dfe9cf0","PARDAVIMO PAJAMOS","2023-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"ukas","https://www.baldininkai.org/gamintojas/ukas/","Ūkas","UAB Ūko baldai","302335947","2020-01-01","2020-12-31","2021-05-31","111578","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","33cd8104-8df5-418f-a05f-0e13b586ff0d","6d080c86-b8d3-4c43-a66a-c478ae955228","PARDAVIMO PAJAMOS","2021-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"ukas","https://www.baldininkai.org/gamintojas/ukas/","Ūkas","UAB Ūko baldai","302335947","2019-01-01","2019-12-31","2021-05-31","191979","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","33cd8104-8df5-418f-a05f-0e13b586ff0d","8c1add77-ad82-47f6-add6-3459eb7577ee","PARDAVIMO PAJAMOS","2021-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"ukas","https://www.baldininkai.org/gamintojas/ukas/","Ūkas","UAB Ūko baldai","302335947","2018-01-01","2018-12-31","2019-10-29","167261","956","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","33cd8104-8df5-418f-a05f-0e13b586ff0d","7d283e40-fe6e-4296-94b5-ab5d21ccf681","PARDAVIMO PAJAMOS","2019-10-29","b06bdcad-1696-4096-8866-eec79651c733","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2019-10-29","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"ukas","https://www.baldininkai.org/gamintojas/ukas/","Ūkas","UAB Ūko baldai","302335947","2017-01-01","2017-12-31","2018-06-22","307451","24362","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","33cd8104-8df5-418f-a05f-0e13b586ff0d","831fc1ca-fbc6-4f04-b588-419d23dc9727","PARDAVIMO PAJAMOS","2018-06-22","af9716ac-1949-4f04-aaa1-893f36a19ad8","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2018-06-22","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"protingi-baldai","https://www.baldininkai.org/gamintojas/protingi-baldai/","Protingi baldai","UAB Protingi baldai","302652602","2024-01-01","2024-12-31","2025-05-07","1067151","8832","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e5be8714-5375-4837-b9ad-283c3421a13a","611cc1aa-562d-40b2-adbb-5a3ed0973947","PARDAVIMO PAJAMOS","2025-05-07","fb641f11-6ce0-4b96-929f-dcfed4fe958c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-07","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"protingi-baldai","https://www.baldininkai.org/gamintojas/protingi-baldai/","Protingi baldai","UAB Protingi baldai","302652602","2023-01-01","2023-12-31","2024-04-10","978060","17090","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e5be8714-5375-4837-b9ad-283c3421a13a","c9152e4a-32da-4d8c-9d93-14f9715c1553","PARDAVIMO PAJAMOS","2024-04-10","ab8a74aa-8ec7-4891-9209-f4e35b0588c6","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-04-10","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"protingi-baldai","https://www.baldininkai.org/gamintojas/protingi-baldai/","Protingi baldai","UAB Protingi baldai","302652602","2022-01-01","2022-12-31","2023-05-30","830689","18050","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e5be8714-5375-4837-b9ad-283c3421a13a","d15ce4ba-e472-435a-b499-f82f05e9517e","PARDAVIMO PAJAMOS","2023-05-30","cd696810-7ac8-42c2-ba13-5e56799bc43f","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"protingi-baldai","https://www.baldininkai.org/gamintojas/protingi-baldai/","Protingi baldai","UAB Protingi baldai","302652602","2021-01-01","2021-12-31","2022-05-09","417939","18728","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e5be8714-5375-4837-b9ad-283c3421a13a","abea0cf9-d21e-4849-a54d-41190f9602d0","PARDAVIMO PAJAMOS","2022-05-09","d7e8ac69-e712-4aac-8e75-65c891ff5165","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-09","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"baldu-profesionalai","https://www.baldininkai.org/gamintojas/baldu-profesionalai/","Baldų profesionalai","UAB Baldų profesionalai","300154930","2024-01-01","2024-12-31","2025-05-30","548018","20145","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7fc31eaf-97c0-40f8-8f07-64b13d528507","41116fb2-bb0d-4e7f-b515-19e2b9632a31","PARDAVIMO PAJAMOS","2025-05-30","4addb3d3-3d1b-4f64-a574-490c4c6c0884","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"baldu-profesionalai","https://www.baldininkai.org/gamintojas/baldu-profesionalai/","Baldų profesionalai","UAB Baldų profesionalai","300154930","2023-01-01","2023-12-31","2024-05-30","540915","-64809","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7fc31eaf-97c0-40f8-8f07-64b13d528507","ffd96064-036c-4137-a70a-a144cc248705","PARDAVIMO PAJAMOS","2024-05-30","66e8b457-91ca-414d-b73d-e46052b03a49","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"baldu-profesionalai","https://www.baldininkai.org/gamintojas/baldu-profesionalai/","Baldų profesionalai","UAB Baldų profesionalai","300154930","2022-01-01","2022-12-31","2023-05-30","554038","2896","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7fc31eaf-97c0-40f8-8f07-64b13d528507","66435dba-6483-4f9d-9615-7089c6a8c9e1","PARDAVIMO PAJAMOS","2023-05-30","5bc54c2e-58b2-4cb2-ba66-fc951b8a3658","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"baldu-profesionalai","https://www.baldininkai.org/gamintojas/baldu-profesionalai/","Baldų profesionalai","UAB Baldų profesionalai","300154930","2021-01-01","2021-12-31","2022-05-30","420252","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7fc31eaf-97c0-40f8-8f07-64b13d528507","dae42f98-f327-491d-8813-cbfe1ab490e7","PARDAVIMO PAJAMOS","2022-05-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"l-a-r-a","https://www.baldininkai.org/gamintojas/l-a-r-a/","L.A.R.A.","UAB Lino baldai","301531779","2024-01-01","2024-12-31","2025-05-27","963390","32962","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","18b3afb9-409b-4862-9976-9fb6fe74b1d6","6c4ea55d-d886-47cc-a881-1db32f8d973a","PARDAVIMO PAJAMOS","2025-05-27","835b5d81-febe-4388-8093-e623205da15e","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-27","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"l-a-r-a","https://www.baldininkai.org/gamintojas/l-a-r-a/","L.A.R.A.","UAB Lino baldai","301531779","2023-01-01","2023-12-31","2024-05-23","871844","14611","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","18b3afb9-409b-4862-9976-9fb6fe74b1d6","2b04c1aa-0cea-48b9-8b67-4f339503950e","PARDAVIMO PAJAMOS","2024-05-23","6cf8d936-c9f6-43cb-b392-b20649d35de1","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-23","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"l-a-r-a","https://www.baldininkai.org/gamintojas/l-a-r-a/","L.A.R.A.","UAB Lino baldai","301531779","2022-01-01","2022-12-31","2023-05-12","820051","17585","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","18b3afb9-409b-4862-9976-9fb6fe74b1d6","66bd6acf-a8b3-40e8-a5a5-3250e644a7b4","PARDAVIMO PAJAMOS","2023-05-12","bc167942-3f1b-48c3-b9ba-bb7d00d02918","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-12","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"l-a-r-a","https://www.baldininkai.org/gamintojas/l-a-r-a/","L.A.R.A.","UAB Lino baldai","301531779","2021-01-01","2021-12-31","2022-05-30","699517","34695","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","18b3afb9-409b-4862-9976-9fb6fe74b1d6","04848242-04a9-4769-93a7-3413782f0fa4","PARDAVIMO PAJAMOS","2022-05-30","7e7ccb7c-4810-43e7-b649-18d8e5e57fae","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"albruva","https://www.baldininkai.org/gamintojas/albruva/","Albruva","UAB Albruva","124637939","2023-01-01","2023-12-31","2024-05-21","445349","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8b4e6309-9fa5-45c3-8bcf-4c53101bb152","5d901c48-54a7-487a-a1de-2e9a5fc18cdb","PARDAVIMO PAJAMOS","2024-05-21","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"albruva","https://www.baldininkai.org/gamintojas/albruva/","Albruva","UAB Albruva","124637939","2022-01-01","2022-12-31","2023-06-17","570404","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8b4e6309-9fa5-45c3-8bcf-4c53101bb152","e83a01db-f7aa-4bf6-a4c8-4b9f79def0c2","PARDAVIMO PAJAMOS","2023-06-17","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"albruva","https://www.baldininkai.org/gamintojas/albruva/","Albruva","UAB Albruva","124637939","2021-01-01","2021-12-31","2022-05-22","479920","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8b4e6309-9fa5-45c3-8bcf-4c53101bb152","d1aa3d1a-603b-4ba9-a400-63ae1a2d611b","PARDAVIMO PAJAMOS","2022-05-22","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"albruva","https://www.baldininkai.org/gamintojas/albruva/","Albruva","UAB Albruva","124637939","2020-01-01","2020-12-31","2021-06-20","425030","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8b4e6309-9fa5-45c3-8bcf-4c53101bb152","0fcb5ded-f40e-4ac3-a31a-762f799445de","PARDAVIMO PAJAMOS","2021-06-20","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
